Season,Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,wRC+,BsR,Off,Def,WAR,playerid
1997,Damian Jackson,- - -,20,42,1,8,2,2,9.50%,19.00%,0.194,0.222,0.194,0.293,0.389,0.293,72,0,-1.5,0.4,0,471
2009,Alex Cora,Mets,82,308,1,31,18,8,8.10%,9.10%,0.059,0.276,0.251,0.32,0.31,0.287,73,1.4,-8.9,-0.7,0,1386
1987,U L Washington,Pirates,10,14,0,1,0,0,14.30%,21.40%,0,0.429,0.3,0.417,0.3,0.308,86,0,-0.3,0.1,0,1013659
1992,David Howard,Royals,74,244,1,19,18,3,6.10%,17.60%,0.059,0.271,0.224,0.271,0.283,0.256,53,-1,-13.9,6.8,0,1006075
2007,Robert Andino,Marlins,7,13,0,0,0,0,0.00%,15.40%,0.077,0.455,0.385,0.385,0.462,0.372,122,0,0.4,-0.5,0,4900
1997,Kevin Elster,Pirates,39,164,7,14,25,0,12.80%,23.80%,0.225,0.255,0.225,0.327,0.449,0.339,100,-0.9,-0.9,-3.9,0,1003758
1998,Domingo Cedeno,Rangers,61,153,2,19,21,2,6.50%,20.90%,0.121,0.324,0.262,0.309,0.383,0.306,75,0,-5,0,0,1002101
1986,Jeff Kunkel,Rangers,8,13,1,3,2,0,0.00%,15.40%,0.231,0.2,0.231,0.231,0.462,0.3,80,0,-0.3,0.1,0,1007211
1993,Shawon Dunston,Cubs,7,10,0,3,2,0,0.00%,10.00%,0.2,0.444,0.4,0.4,0.6,0.437,168,0,0.8,-1,0,1401
1985,Tim Foli,Pirates,19,41,0,1,2,0,9.80%,4.90%,0,0.2,0.189,0.268,0.189,0.21,25,0,-3.5,2.5,0,1004202
2012,Ramiro Pena,Yankees,3,4,0,0,0,0,0.00%,0.00%,0,0.25,0.25,0.25,0.25,0.221,30,0,-0.3,0.4,0,8841
1986,Bob Meacham,Yankees,56,185,0,19,10,3,9.20%,21.10%,0.056,0.295,0.224,0.309,0.28,0.277,69,-1.8,-8.7,2.8,0,1008701
2017,Troy Tulowitzki,Blue Jays,66,260,7,16,26,0,6.50%,15.40%,0.129,0.272,0.249,0.3,0.378,0.292,78,-3.5,-10.5,1.7,0,3531
1997,Enrique Wilson,Indians,5,15,0,2,1,0,0.00%,13.30%,0,0.385,0.333,0.333,0.333,0.3,74,0,-0.5,0.2,0,858
2006,Angel Sanchez,Royals,8,28,0,2,1,0,0.00%,14.30%,0,0.25,0.222,0.214,0.222,0.191,4,0,-3.5,2.7,0,3492
2000,Julio Lugo,Astros,116,465,10,78,40,22,8.00%,20.00%,0.148,0.343,0.283,0.346,0.431,0.342,94,0.3,-3.4,-11,0,565
2007,Luis Figueroa,Giants,6,5,0,1,0,0,0.00%,0.00%,0,0.2,0.2,0.2,0.2,0.179,-3,0.5,-0.2,0.2,0,776
2015,Jeff Bianchi,Red Sox,3,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.5,0.6,0,9958
1996,Wilson Delgado,Giants,6,25,0,3,2,1,4.00%,20.00%,0,0.471,0.364,0.44,0.364,0.377,132,0.2,1.2,-1.7,0,1150
2004,Wilson Valdez,White Sox,19,46,1,8,4,1,4.30%,10.90%,0.093,0.243,0.233,0.267,0.326,0.261,49,-0.1,-3.1,1.7,0,1863
1985,Jim Scranton,Royals,6,4,0,1,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-1,1.1,0,1011696
1992,Kevin Elster,Mets,6,18,0,0,0,0,0.00%,11.10%,0,0.25,0.222,0.222,0.222,0.203,21,0,-1.6,1.2,0,1003758
2001,Wilson Betemit,Braves,8,5,0,1,0,1,40.00%,60.00%,0,0,0,0.4,0,0.282,67,0.2,0,0,0,1861
2017,J.T. Riddle,Marlins,70,247,3,20,31,0,4.90%,20.20%,0.105,0.3,0.25,0.282,0.355,0.27,64,-1.2,-12.6,4.8,0,17642
2009,Chin-lung Hu,Dodgers,5,6,0,2,2,0,0.00%,33.30%,0.2,0.5,0.4,0.333,0.6,0.359,121,-0.3,-0.1,0.1,0,5198
1997,Craig Grebeck,Angels,63,150,1,12,6,0,12.00%,7.30%,0.095,0.287,0.27,0.359,0.365,0.327,94,-0.4,-1.7,-3.4,0,1004982
1990,Jose Vizcaino,Dodgers,37,55,0,3,2,1,7.30%,14.50%,0.059,0.326,0.275,0.327,0.333,0.296,83,-0.2,-1.3,-0.5,0,577
1995,Wil Cordero,Expos,131,564,10,64,49,9,6.40%,15.60%,0.134,0.326,0.286,0.341,0.42,0.335,99,-0.5,-1.1,-17.4,0,770
2001,Rey Ordonez,Mets,149,505,3,31,44,3,6.70%,8.50%,0.089,0.266,0.247,0.299,0.336,0.267,60,-0.3,-26.8,10.3,0,889
2016,Paul Janish,Orioles,14,35,0,3,0,0,8.60%,8.60%,0.032,0.214,0.194,0.286,0.226,0.241,44,0.1,-2.3,1.2,0,7412
1988,Angel Escobar,Giants,3,3,0,1,0,0,0.00%,0.00%,0,0.333,0.333,0.333,0.333,0.302,97,0,0,0,0,1003823
2011,Eric Sogard,Athletics,27,74,2,7,4,0,5.40%,17.60%,0.129,0.218,0.2,0.243,0.329,0.254,57,-0.8,-4.6,2.3,0,7927
2011,Alex Cora,Nationals,91,172,0,12,6,2,7.00%,13.40%,0.051,0.261,0.224,0.287,0.276,0.257,57,1.2,-7.3,2,0,1386
2005,Alfredo Amezaga,- - -,6,9,0,3,0,1,11.10%,0.00%,0,0.25,0.25,0.333,0.25,0.276,57,0.1,-0.4,0.2,0,1
1988,Gary Sheffield,Brewers,24,89,4,12,12,3,7.90%,7.90%,0.163,0.214,0.238,0.295,0.4,0.313,95,0.2,-0.4,-2.7,0,114
1991,Esteban Beltre,White Sox,8,7,0,0,0,1,14.30%,14.30%,0,0.2,0.167,0.286,0.167,0.231,41,0.2,-0.3,0.1,0,1000823
1995,Craig Counsell,Rockies,3,2,0,0,0,0,50.00%,0.00%,0,0,0,0.5,0,0.359,93,0,0,0,0,52
1999,Jose Valentin,Brewers,89,313,10,45,38,3,15.30%,16.60%,0.191,0.241,0.227,0.347,0.418,0.33,90,-0.3,-4.7,-4.9,0,256
1993,Alex Arias,Marlins,96,283,2,27,20,1,9.50%,6.40%,0.052,0.28,0.269,0.344,0.321,0.309,86,-0.1,-5.2,-4.8,0,123
1990,Mike Brumley,Mariners,62,162,0,19,7,2,6.20%,13.60%,0.088,0.262,0.224,0.272,0.313,0.266,60,0.3,-7.1,2.1,0,1001586
2013,Pete Kozma,Cardinals,143,448,1,44,35,3,7.60%,20.30%,0.056,0.274,0.217,0.275,0.273,0.241,49,1.3,-24.6,11.4,0,2539
1998,Mark DeRosa,Braves,5,3,0,2,0,0,0.00%,33.30%,0,0.5,0.333,0.333,0.333,0.299,78,0,-0.1,0,0,1392
2010,Jack Wilson,Mariners,61,211,0,17,14,1,3.30%,16.60%,0.067,0.298,0.249,0.282,0.316,0.267,67,-1.8,-10.1,2.9,0,1017
2011,Tyler Greene,Cardinals,58,121,1,22,11,11,10.70%,25.60%,0.077,0.292,0.212,0.322,0.288,0.279,75,2,-1.5,-2.2,0,4675
1985,Ron Gardenhire,Mets,26,49,0,5,2,0,16.30%,22.40%,0.103,0.25,0.179,0.319,0.282,0.286,81,0,-1.1,-0.5,0,1004514
1997,Rafael Bournigal,Athletics,79,249,1,29,20,2,6.40%,7.60%,0.054,0.302,0.279,0.339,0.333,0.306,82,0,-5.9,-2.7,0,1001239
1985,Keith Smith,Yankees,4,0,0,1,0,0,0.00%,0.00%,0,0,0,0,0,0,,0,0,0,0,1012171
2001,John Valentin,Red Sox,20,70,1,8,5,0,12.90%,11.40%,0.083,0.216,0.2,0.314,0.283,0.279,64,0,-3.2,0.7,0,1375
1985,Dave Owen,Cubs,22,20,0,6,4,1,5.00%,25.00%,0,0.5,0.368,0.4,0.368,0.351,116,-0.2,0.2,-0.8,0,1009915
1989,Gary DiSarcina,Angels,2,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,0,0,0,0,1003322
1999,Shane Halter,Mets,7,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,0,0,0,0,468
1996,Pablo Martinez,Braves,4,3,0,1,0,0,0.00%,0.00%,0,0.5,0.5,0.5,0.5,0.45,179,-0.5,-0.2,0.1,0,1008188
2002,Juan Castro,Reds,54,91,2,5,11,0,7.70%,19.80%,0.11,0.254,0.22,0.278,0.329,0.27,57,-0.2,-5.1,2.1,0,315
2009,Gil Velazquez,Red Sox,6,3,0,0,0,0,0.00%,0.00%,0,0,0,0.333,0,0.246,37,0.1,-0.1,0,0,2070
2011,Willie Bloomquist,Diamondbacks,97,381,4,44,26,20,6.00%,13.40%,0.074,0.3,0.266,0.317,0.34,0.292,76,0.9,-9.5,-2.3,0,1066
2010,Luis Cruz,Brewers,7,17,0,2,1,0,0.00%,11.80%,0.118,0.267,0.235,0.235,0.353,0.253,50,-0.1,-1.1,0.6,0,3188
2003,Felix Escalona,Devil Rays,10,29,0,2,2,1,6.90%,20.70%,0.074,0.238,0.185,0.241,0.259,0.227,32,0.4,-2.1,1.1,0,1204
2009,Nick Green,Red Sox,104,309,6,35,35,1,6.50%,22.30%,0.13,0.289,0.236,0.303,0.366,0.297,70,-1.8,-13.2,2.6,0,1502
2012,Adam Rosales,Athletics,42,111,2,12,8,0,9.90%,21.60%,0.111,0.27,0.222,0.297,0.333,0.278,75,-1.4,-4.7,1,0,9682
1993,Jim Walewander,Angels,12,14,0,2,3,1,35.70%,7.10%,0,0.125,0.125,0.429,0.125,0.319,92,-0.2,-0.3,-0.2,0,1013506
2006,Luis Ordaz,Devil Rays,1,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.6,0.4,0,298
1998,Tomas Perez,Blue Jays,6,11,0,1,0,0,9.10%,27.30%,0,0.167,0.111,0.2,0.111,0.161,-15,0,-1.6,1.2,0,965
2006,Andy Cannizaro,Yankees,13,9,1,5,1,0,11.10%,11.10%,0.375,0.167,0.25,0.333,0.625,0.396,140,-0.1,0.4,-0.8,0,7068
1986,Sam Khalifa,Pirates,64,173,0,8,4,0,11.00%,16.20%,0.04,0.228,0.185,0.276,0.225,0.224,34,-0.8,-14.2,8.7,0,1006887
2015,Clint Barmes,Padres,98,224,3,24,16,0,4.50%,24.60%,0.121,0.302,0.232,0.281,0.353,0.275,75,0.2,-6.4,-0.7,0,1830
1999,Manny Alexander,Cubs,90,189,0,17,15,4,5.30%,20.10%,0.085,0.343,0.271,0.309,0.356,0.296,68,0.8,-7.4,1.1,0,1954
2016,Jimmy Rollins,White Sox,41,166,2,25,8,5,9.60%,19.90%,0.107,0.27,0.221,0.295,0.329,0.277,71,0.3,-5.6,-0.1,0,971
1987,Craig Reynolds,Astros,135,416,4,35,28,5,7.20%,10.60%,0.094,0.272,0.254,0.303,0.348,0.28,70,0.4,-15.2,0.9,0,1010867
1986,Dave Anderson,Dodgers,92,241,1,31,15,5,9.10%,16.20%,0.056,0.294,0.245,0.314,0.301,0.283,77,0.6,-5.9,-2.1,0,1000223
2000,David Lamb,Mets,7,6,0,1,0,0,16.70%,16.70%,0,0.25,0.2,0.333,0.2,0.27,56,0,-0.4,0.1,0,1635
1987,Jeff Blauser,Braves,51,187,2,11,15,7,9.60%,18.20%,0.109,0.295,0.242,0.328,0.352,0.305,78,0,-5.1,-1.4,0,1001062
1991,Ever Magallanes,Indians,3,3,0,0,0,0,33.30%,33.30%,0,0,0,0.333,0,0.236,42,0,-0.2,0,0,1007962
1999,Carlos Guillen,Mariners,5,21,1,2,3,0,4.80%,28.60%,0.158,0.167,0.158,0.2,0.316,0.224,26,0,-2.1,1.2,0,1079
2002,Mike Mordecai,- - -,93,176,0,19,11,2,7.40%,15.30%,0.053,0.298,0.245,0.313,0.298,0.27,59,0.6,-8.5,2.6,0,1385
1988,Jeff Kunkel,Rangers,55,161,2,14,15,0,2.50%,21.70%,0.13,0.28,0.227,0.25,0.357,0.267,64,-0.5,-7.2,1.9,0,1007211
1991,Jeff Richardson,Pirates,6,4,0,0,0,0,0.00%,75.00%,0,1,0.25,0.25,0.25,0.227,40,0,-0.3,0,0,1010911
2007,Bobby Crosby,Athletics,93,374,8,40,31,10,6.10%,16.60%,0.115,0.254,0.226,0.278,0.341,0.275,63,-0.2,-17.4,4.3,0,1818
2014,Danny Worth,Tigers,20,46,0,5,5,0,4.30%,26.10%,0.024,0.226,0.167,0.217,0.19,0.19,13,-0.2,-4.6,3,0,198
2004,Chris Woodward,Blue Jays,69,232,1,21,24,1,6.00%,19.80%,0.113,0.292,0.235,0.283,0.347,0.276,59,-0.3,-12.5,4.5,0,1329
1989,Dave Cochrane,Mariners,54,117,3,13,7,0,12.00%,23.10%,0.147,0.292,0.235,0.333,0.382,0.33,104,-0.8,-0.3,-3.9,0,1002381
2014,Andrew Romine,Tigers,94,273,2,30,12,12,6.60%,22.00%,0.048,0.291,0.227,0.279,0.275,0.253,57,2.8,-10.1,1.2,0,1159
2007,Jason Smith,- - -,69,149,6,16,18,0,4.00%,35.60%,0.177,0.265,0.199,0.235,0.376,0.263,52,0.8,-8.2,2.9,0,1227
2015,Jonathan Diaz,Blue Jays,7,16,0,1,2,0,6.30%,18.80%,0,0.2,0.154,0.267,0.154,0.211,26,0,-1.4,0.7,0,4142
1998,Jorge Velandia,Athletics,8,4,0,0,0,0,0.00%,25.00%,0,0.333,0.25,0.25,0.25,0.225,28,0,-0.4,0.1,0,900
2000,Kelly Dransfeldt,Rangers,16,27,0,2,2,0,3.70%,51.90%,0.077,0.25,0.115,0.148,0.192,0.152,-29,0,-4.7,3.3,0,1248
1987,Brad Wellman,Dodgers,3,4,0,1,1,0,0.00%,25.00%,0,0.333,0.25,0.25,0.25,0.224,35,0,-0.3,0,0,1013765
1999,Chris Clapinski,Marlins,36,66,0,6,2,1,13.60%,18.20%,0.089,0.295,0.232,0.348,0.321,0.313,82,0.2,-1.4,-0.9,0,1002257
1988,Ron Washington,Indians,69,241,2,30,22,3,3.70%,14.50%,0.108,0.294,0.256,0.298,0.363,0.299,84,-0.7,-5.1,-3.3,0,1013658
1999,Mike Mordecai,Expos,109,250,5,29,25,2,8.00%,12.40%,0.128,0.25,0.235,0.297,0.363,0.294,66,-1.9,-13.5,4.8,0,1385
2000,Mark DeRosa,Braves,22,15,0,9,3,0,13.30%,6.70%,0.077,0.333,0.308,0.4,0.385,0.359,109,0,0.2,-0.8,0,1392
1991,Jose Vizcaino,Cubs,93,154,0,7,10,2,3.20%,11.70%,0.034,0.295,0.262,0.283,0.297,0.263,57,0,-7.5,2.4,0,577
2002,Jose Flores,Athletics,7,5,0,2,0,1,20.00%,0.00%,0,0,0,0.4,0,0.288,74,-0.2,-0.4,0,0,1602
2009,Luis Valbuena,Indians,103,398,10,52,31,2,6.50%,20.90%,0.166,0.296,0.25,0.298,0.416,0.311,85,-0.4,-7.6,-6.2,0,4969
1988,Bob Meacham,Yankees,47,134,0,18,7,7,10.40%,16.40%,0.078,0.263,0.217,0.308,0.296,0.282,75,0.9,-3,-1.7,0,1008701
2011,Tommy Field,Rockies,16,51,0,4,3,0,5.90%,27.50%,0,0.382,0.271,0.314,0.271,0.268,50,0.3,-2.6,0.8,0,6262
1987,Glenn Hoffman,- - -,61,206,0,15,16,0,4.90%,15.50%,0.043,0.258,0.214,0.269,0.257,0.24,44,-0.5,-15.2,7.8,0,1005905
2001,Jesse Garcia,Braves,22,6,0,3,0,6,0.00%,16.70%,0,0.25,0.2,0.2,0.2,0.177,0,0.3,-0.5,0,0,1418
2002,Danny Klassen,Diamondbacks,4,3,0,0,0,0,0.00%,33.30%,0,0.5,0.333,0.333,0.333,0.297,72,0,-0.1,-0.2,0,1455
2000,Jose Hernandez,Brewers,124,496,11,51,59,3,8.30%,25.20%,0.128,0.313,0.244,0.315,0.372,0.304,73,-2.6,-20.8,3.7,0,688
1991,Rico Rossy,Braves,5,1,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-0.2,0,0,1011236
2004,Orlando Cabrera,- - -,161,673,10,74,62,16,5.80%,8.00%,0.12,0.271,0.264,0.306,0.383,0.3,74,-2.6,-24.8,1.7,0,766
1999,Juan Castro,Dodgers,2,1,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-0.3,0,0,315
2008,Andy Cannizaro,Rays,1,1,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.3,0,0,7068
1993,Jose Uribe,Astros,45,66,0,4,3,1,12.10%,7.60%,0.019,0.271,0.245,0.355,0.264,0.271,66,0.2,-2.6,0,0,1013300
1987,Jody Reed,Red Sox,9,35,0,4,8,1,11.40%,0.00%,0.1,0.3,0.3,0.382,0.4,0.351,111,-0.2,0.2,-1.6,0,1010771
2001,Jason Smith,Cubs,2,1,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-0.3,0,0,1227
2017,Dusty Coleman,Padres,27,71,4,6,9,1,2.80%,46.50%,0.227,0.367,0.227,0.268,0.455,0.302,87,0.5,-0.7,-1.8,0,8979
2014,Luis Sardinas,Rangers,43,125,0,12,8,5,4.00%,16.80%,0.052,0.319,0.261,0.303,0.313,0.279,72,0.9,-3,-1.2,0,13153
1991,Tony Perezchica,- - -,40,75,0,6,3,0,6.70%,22.70%,0.114,0.358,0.271,0.32,0.386,0.318,100,-0.4,-0.3,-2.4,0,1010189
2017,Zach Vincej,Reds,9,12,0,2,0,0,8.30%,41.70%,0,0.25,0.111,0.333,0.111,0.251,48,0.1,-0.7,0.1,0,13269
1999,Lou Merloni,Red Sox,43,140,1,18,13,0,5.70%,11.40%,0.079,0.282,0.254,0.307,0.333,0.289,63,0,-6.9,1.5,0,201
1992,Gary Green,Reds,8,12,0,3,0,0,0.00%,16.70%,0.083,0.4,0.333,0.333,0.417,0.337,111,0,0.1,-0.8,0,1004994
1997,Scott Sheldon,Athletics,13,27,1,2,2,0,3.70%,22.20%,0.125,0.294,0.25,0.308,0.375,0.307,82,0,-0.6,-0.6,0,1011856
2000,Tony Womack,Diamondbacks,146,659,7,95,57,45,4.60%,11.20%,0.113,0.296,0.271,0.307,0.384,0.304,70,4,-22.4,0.4,0,78
1996,Chris Gomez,- - -,137,528,4,53,45,3,10.80%,15.90%,0.077,0.305,0.257,0.347,0.333,0.313,89,-0.9,-8.9,-7.9,0,1208
2008,Jolbert Cabrera,Reds,48,126,3,17,12,2,6.30%,23.00%,0.148,0.31,0.252,0.31,0.4,0.309,81,-0.2,-3.2,-1.2,0,373
1990,Tim Jones,Cardinals,67,145,1,9,12,3,8.30%,13.80%,0.094,0.252,0.219,0.291,0.313,0.276,67,-1,-6.6,1.4,0,1006598
1991,Gary DiSarcina,Angels,18,64,0,5,3,0,4.70%,6.30%,0.035,0.226,0.211,0.274,0.246,0.246,49,0,-3.9,1.6,0,1003322
2000,Donnie Sadler,Red Sox,49,112,1,14,10,3,4.50%,16.10%,0.081,0.256,0.222,0.262,0.303,0.252,39,0.2,-9.2,4.5,0,627
2010,Brandon Hicks,Braves,16,6,0,7,0,0,16.70%,33.30%,0,0,0,0.167,0,0.117,-40,0.2,-0.8,0.3,0,4003
2014,Andy Parrino,Athletics,21,51,1,4,3,0,5.90%,27.50%,0.13,0.188,0.152,0.216,0.283,0.224,42,-0.2,-3.5,1.6,0,3972
2007,Luis Rivas,Indians,4,11,1,3,4,0,0.00%,0.00%,0.455,0.2,0.273,0.273,0.727,0.406,151,0.1,0.8,-1.5,0,753
2014,Dean Anna,Yankees,12,25,1,3,3,0,8.00%,24.00%,0.182,0.125,0.136,0.2,0.318,0.228,40,0.3,-1.4,0.3,0,8353
2001,Jorge Velandia,Mets,9,11,0,1,0,0,18.20%,9.10%,0,0,0,0.182,0,0.128,-30,0,-1.9,1.2,0,900
2016,Pedro Florimon,Pirates,18,25,0,4,4,0,4.00%,48.00%,0.125,0.417,0.208,0.24,0.333,0.245,49,-1.3,-2.9,1.8,0,8385
1992,Manny Alexander,Orioles,4,5,0,1,0,0,0.00%,60.00%,0,0.5,0.2,0.2,0.2,0.182,6,0,-0.5,0.1,0,1954
2005,Mike Mordecai,Marlins,2,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.5,0.2,0,1385
1987,Curtis Wilkerson,Rangers,85,146,2,28,14,6,4.10%,11.00%,0.123,0.292,0.268,0.308,0.391,0.308,83,-0.1,-3.4,-1.9,0,1013951
2003,Jorge Velandia,Mets,23,72,0,6,8,0,13.90%,20.80%,0.086,0.25,0.19,0.304,0.276,0.263,56,0.6,-3.5,0.8,0,900
2010,Diory Hernandez,Braves,20,10,1,5,1,0,0.00%,40.00%,0.333,0,0.111,0.111,0.444,0.23,36,0.1,-0.7,0,0,4950
2014,Wilfredo Tovar,Mets,2,3,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.7,0.3,0,10416
1990,Mario Diaz,Mets,16,23,0,0,1,0,0.00%,13.00%,0.045,0.15,0.136,0.13,0.182,0.135,-22,0,-3.3,2.3,0,1003267
2014,Hector Gomez,Brewers,15,21,0,2,1,0,4.80%,42.90%,0.05,0.273,0.15,0.19,0.2,0.179,3,0.7,-1.6,0.6,0,2264
2007,Chris Basak,Yankees,5,1,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.3,-0.1,0,3048
2014,Jean Segura,Brewers,146,557,5,61,31,20,5.00%,12.60%,0.08,0.275,0.246,0.289,0.326,0.272,67,1.6,-19.2,2.4,0,5933
2005,Hanley Ramirez,Red Sox,2,2,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-0.6,0.1,0,8001
2012,Edwin Maysonet,Brewers,30,66,1,7,4,1,4.50%,13.60%,0.1,0.28,0.25,0.297,0.35,0.286,74,-0.2,-2.2,-0.2,0,5735
2002,Abraham Nunez,Pirates,112,286,2,28,15,3,9.40%,15.40%,0.087,0.274,0.233,0.311,0.32,0.285,69,-1,-12.1,2.4,0,1420
2002,Freddy Sanchez,Red Sox,12,18,0,3,2,0,11.10%,16.70%,0,0.231,0.188,0.278,0.188,0.227,29,0.5,-1.1,0.1,0,1624
1999,Chris Gomez,Padres,76,265,1,20,15,1,10.20%,18.50%,0.056,0.314,0.252,0.331,0.308,0.292,72,-0.7,-10.9,1.9,0,1208
1995,Rafael Belliard,Braves,75,192,0,12,7,2,3.10%,14.60%,0.022,0.263,0.222,0.255,0.244,0.225,27,-0.5,-18.3,11,0,1000811
2008,Jorge Velandia,- - -,10,16,0,1,0,0,6.30%,25.00%,0.067,0.273,0.2,0.25,0.267,0.235,46,-0.3,-1.6,0.6,0,900
2003,Bill Hall,Brewers,52,155,5,23,20,1,4.50%,18.10%,0.197,0.291,0.261,0.298,0.458,0.323,92,-1.4,-2.9,-2.6,0,1605
1996,Dick Schofield,Angels,13,17,0,3,0,1,5.90%,5.90%,0,0.267,0.25,0.294,0.25,0.254,43,0.2,-1.1,0.1,0,1011602
1987,Dave Anderson,Dodgers,108,297,1,32,13,9,8.10%,14.50%,0.079,0.275,0.234,0.299,0.313,0.276,70,-0.4,-11.9,1.2,0,1000223
2012,Luis Hernandez,Rangers,2,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.5,0,0,3206
1990,Dave Cochrane,Mariners,15,20,0,0,0,0,0.00%,40.00%,0,0.25,0.15,0.15,0.15,0.136,-27,0,-2.9,2,0,1002381
1990,Victor Rosario,Braves,9,8,0,3,0,0,12.50%,12.50%,0,0.167,0.143,0.25,0.143,0.202,14,0,-0.8,0.1,0,1011198
1994,Ray Holbert,Padres,5,5,0,1,0,0,0.00%,80.00%,0,1,0.2,0.2,0.2,0.18,-1,0,-0.7,0,0,1005937
1987,Greg Legg,Phillies,3,2,0,1,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.6,0,0,1007481
1989,Mike Benjamin,Giants,14,6,0,6,0,0,0.00%,16.70%,0,0.2,0.167,0.167,0.167,0.152,-8,0,-0.7,0.1,0,981
1987,Jeff Moronko,Yankees,7,12,0,0,0,0,0.00%,16.70%,0,0.111,0.091,0.167,0.091,0.136,-26,0,-1.9,1,0,1009196
1998,Jolbert Cabrera,Indians,1,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0,0,373
1991,Fred Manrique,Athletics,9,23,0,2,0,0,8.70%,4.30%,0,0.15,0.143,0.217,0.143,0.18,10,0,-2.4,1.3,0,1008076
1993,Kim Batiste,Phillies,79,161,5,14,29,0,1.90%,18.00%,0.154,0.317,0.282,0.298,0.436,0.317,89,-0.4,-2.5,-3.7,0,1000666
1998,Jose Nieves,Cubs,2,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.6,0,0,26
2002,Felix Escalona,Devil Rays,59,171,0,17,9,7,1.80%,25.70%,0.076,0.298,0.217,0.262,0.293,0.249,47,1.4,-9.8,3.5,0,1204
2012,Jeff Bianchi,Brewers,33,76,3,8,9,0,5.30%,17.10%,0.159,0.185,0.188,0.23,0.348,0.25,50,0.6,-3.9,1.1,0,9958
2017,Marco Hernandez,Red Sox,21,60,0,7,2,0,1.70%,25.00%,0.052,0.372,0.276,0.3,0.328,0.275,64,0.1,-2.5,0,0,13154
2014,Jonathan Diaz,Blue Jays,23,45,0,3,4,1,6.70%,31.10%,0.026,0.25,0.158,0.256,0.184,0.215,30,0.4,-3.1,1.2,-0.1,4142
2004,Manny Alexander,Rangers,21,22,0,3,3,0,4.50%,31.80%,0.095,0.357,0.238,0.273,0.333,0.267,48,0.1,-1.4,0.1,-0.1,1954
2017,Charlie Culberson,Dodgers,15,15,0,0,1,0,13.30%,26.70%,0.077,0.222,0.154,0.267,0.231,0.233,41,-0.4,-1.5,0.5,-0.1,3298
2001,Adam Everett,Astros,9,3,0,1,0,1,0.00%,33.30%,0,0,0,0,0,0,-100,0.2,-0.7,0,-0.1,1430
2010,Chris Woodward,Mariners,8,22,0,0,0,0,13.60%,40.90%,0.053,0.3,0.158,0.273,0.211,0.235,45,-0.1,-1.5,0.3,-0.1,1329
1987,Paul Runge,Braves,27,54,3,9,8,0,9.30%,18.50%,0.213,0.206,0.213,0.288,0.426,0.312,82,-0.4,-1.6,-0.7,-0.1,1011302
2002,Eddie Rogers,Orioles,5,3,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,-0.2,-1,0.4,-0.1,1621
2004,Felix Escalona,Yankees,5,9,0,1,0,0,0.00%,22.20%,0,0,0,0.111,0,0.082,-66,0.1,-1.8,0.9,-0.1,1204
2000,Jesse Garcia,Orioles,14,19,0,2,0,0,10.50%,10.50%,0,0.067,0.059,0.158,0.059,0.123,-39,0,-3.6,2.1,-0.1,1418
2012,Jurickson Profar,Rangers,9,17,1,2,2,0,0.00%,23.50%,0.294,0.167,0.176,0.176,0.471,0.269,60,-0.1,-0.9,-0.2,-0.1,10815
2009,Brent Dlugach,Tigers,5,3,0,1,0,0,0.00%,66.70%,0,0,0,0,0,0,-100,0.1,-0.7,0.1,-0.1,8273
1990,Rafael Santana,Indians,7,13,1,3,3,0,0.00%,0.00%,0.231,0.167,0.231,0.231,0.462,0.304,87,0,-0.2,-0.8,-0.1,1011441
2015,Orlando Calixte,Royals,2,3,0,1,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.8,0.1,-0.1,11905
2009,Brian Bixler,Pirates,18,46,0,5,3,1,4.30%,56.50%,0.114,0.556,0.227,0.261,0.341,0.265,56,1,-1.5,-0.5,-0.1,8055
2014,Derek Jeter,Yankees,145,634,4,47,50,10,5.50%,13.70%,0.057,0.294,0.256,0.304,0.313,0.279,75,0.3,-16.9,-4,-0.1,826
